serie Name,serie Code,país Name,país Code,2000 [YR2000],2012 [YR2012],2017 [YR2017]
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Argentina,ARG,15.74535,20.75691,20.6226
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bulgaria,BGR,..,19.05691,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,El Salvador,SLV,8.24421,11.63169,15.53204
"Gross graduation ratio, primary, female (%)",SE.PRM.CMPL.FE.ZS,Uruguay,URY,..,101.96016,99.47742
"Gross graduation ratio, primary, female (%)",SE.PRM.CMPL.FE.ZS,Argentina,ARG,97.009,112.51839,107.2584
"Gross graduation ratio, primary, female (%)",SE.PRM.CMPL.FE.ZS,Bulgaria,BGR,..,..,..
"Gross graduation ratio, primary, female (%)",SE.PRM.CMPL.FE.ZS,El Salvador,SLV,..,96.5132,86.73635
"Gross graduation ratio, primary, male (%)",SE.PRM.CMPL.MA.ZS,Uruguay,URY,..,102.04011,99.79272
"Gross graduation ratio, primary, male (%)",SE.PRM.CMPL.MA.ZS,Argentina,ARG,90.50274,109.90185,105.1311
"Gross graduation ratio, primary, male (%)",SE.PRM.CMPL.MA.ZS,Bulgaria,BGR,..,..,..
"Gross graduation ratio, primary, male (%)",SE.PRM.CMPL.MA.ZS,El Salvador,SLV,..,94.85962,86.40655
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Uruguay,URY,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Argentina,ARG,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bulgaria,BGR,26.1442909240723,42.8761291503906,58.1222915649414
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,El Salvador,SLV,..,14.1305103302002,15.0436296463013
"Gross graduation ratio, tertiary, male (%)",SE.TER.CMPL.MA.ZS,Uruguay,URY,..,..,..
"Gross graduation ratio, tertiary, male (%)",SE.TER.CMPL.MA.ZS,Argentina,ARG,..,..,..
"Gross graduation ratio, tertiary, male (%)",SE.TER.CMPL.MA.ZS,Bulgaria,BGR,10.8763103485107,26.8896198272705,38.521369934082
"Gross graduation ratio, tertiary, male (%)",SE.TER.CMPL.MA.ZS,El Salvador,SLV,..,10.302149772644,10.9350900650024
Harmonized Test Scores,HD.HCI.HLOS,Uruguay,URY,..,..,444
Harmonized Test Scores,HD.HCI.HLOS,Argentina,ARG,..,..,424
Harmonized Test Scores,HD.HCI.HLOS,Bulgaria,BGR,..,..,498
Harmonized Test Scores,HD.HCI.HLOS,El Salvador,SLV,..,..,362
"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,Uruguay,URY,..,..,444
"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,Argentina,ARG,..,..,421
"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,Bulgaria,BGR,..,..,506
"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,El Salvador,SLV,..,..,354
"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,Uruguay,URY,..,..,444
"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,Argentina,ARG,..,..,427
"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,Bulgaria,BGR,..,..,490
"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,El Salvador,SLV,..,..,370
Households with water 30 minutes or longer away round trip (%),SG.H2O.TM30.HH.ZS,Uruguay,URY,..,..,..
Households with water 30 minutes or longer away round trip (%),SG.H2O.TM30.HH.ZS,Argentina,ARG,..,..,..
Households with water 30 minutes or longer away round trip (%),SG.H2O.TM30.HH.ZS,Bulgaria,BGR,..,..,..
Households with water 30 minutes or longer away round trip (%),SG.H2O.TM30.HH.ZS,El Salvador,SLV,..,..,..
Households with water less than 30 minutes away round trip (%),SG.H2O.TL30.HH.ZS,Uruguay,URY,..,..,..
Households with water less than 30 minutes away round trip (%),SG.H2O.TL30.HH.ZS,Argentina,ARG,..,..,..
Households with water less than 30 minutes away round trip (%),SG.H2O.TL30.HH.ZS,Bulgaria,BGR,..,..,..
Households with water less than 30 minutes away round trip (%),SG.H2O.TL30.HH.ZS,El Salvador,SLV,..,..,..
Households with water on the premises (%),SG.H2O.PRMS.HH.ZS,Uruguay,URY,..,..,..
Households with water on the premises (%),SG.H2O.PRMS.HH.ZS,Argentina,ARG,..,..,..
Households with water on the premises (%),SG.H2O.PRMS.HH.ZS,Bulgaria,BGR,..,..,..
Households with water on the premises (%),SG.H2O.PRMS.HH.ZS,El Salvador,SLV,..,..,..
Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,Uruguay,URY,..,..,0.6
Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,Argentina,ARG,..,..,0.611
Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,Bulgaria,BGR,..,..,0.676
Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,El Salvador,SLV,..,..,0.501
"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,Uruguay,URY,..,..,..
"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,Argentina,ARG,..,..,0.632
"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,Bulgaria,BGR,..,..,0.707
"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,El Salvador,SLV,..,..,0.512
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,Uruguay,URY,..,..,..
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,Argentina,ARG,..,..,0.622
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,Bulgaria,BGR,..,..,0.686
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,El Salvador,SLV,..,..,0.499
"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,Uruguay,URY,..,..,..
"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,Argentina,ARG,..,..,0.642
"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,Bulgaria,BGR,..,..,0.726
"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,El Salvador,SLV,..,..,0.524
"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,Uruguay,URY,..,..,0.592
"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,Argentina,ARG,..,..,0.6
"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,Bulgaria,BGR,..,..,0.652
"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,El Salvador,SLV,..,..,0.487
"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,Uruguay,URY,..,..,..
"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,Argentina,ARG,..,..,0.59
"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,Bulgaria,BGR,..,..,0.648
"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,El Salvador,SLV,..,..,0.49
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,Uruguay,URY,..,..,..
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,Argentina,ARG,..,..,0.578
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,Bulgaria,BGR,..,..,0.622
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,El Salvador,SLV,..,..,0.473
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,Uruguay,URY,..,..,..
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,Argentina,ARG,..,..,0.602
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,Bulgaria,BGR,..,..,0.674
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,El Salvador,SLV,..,..,0.505
"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,Uruguay,URY,..,..,0.608
"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,Argentina,ARG,..,..,0.621
"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,Bulgaria,BGR,..,..,0.698
"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,El Salvador,SLV,..,..,0.513
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Uruguay,URY,90,95,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Argentina,ARG,83,91,86
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bulgaria,BGR,93,95,92
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,El Salvador,SLV,99,92,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Uruguay,URY,89,96,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Argentina,ARG,91,94,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Bulgaria,BGR,89,94,94
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,El Salvador,SLV,97,93,85
"Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)",SH.HIV.INCD.YG.FE.P3,Uruguay,URY,..,..,..
"Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)",SH.HIV.INCD.YG.FE.P3,Argentina,ARG,0.12,0.11,0.1
"Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)",SH.HIV.INCD.YG.FE.P3,Bulgaria,BGR,0.01,0.02,0.01
"Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)",SH.HIV.INCD.YG.FE.P3,El Salvador,SLV,0.33,0.17,0.11
"Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)",SH.HIV.INCD.YG.MA.P3,Uruguay,URY,..,..,..
"Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)",SH.HIV.INCD.YG.MA.P3,Argentina,ARG,0.29,0.24,0.23
"Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)",SH.HIV.INCD.YG.MA.P3,Bulgaria,BGR,0.01,0.03,0.04
"Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)",SH.HIV.INCD.YG.MA.P3,El Salvador,SLV,0.37,0.19,0.12
"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",SH.HIV.INCD.FE.P3,Uruguay,URY,..,..,..
"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",SH.HIV.INCD.FE.P3,Argentina,ARG,0.18,0.16,0.15
"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",SH.HIV.INCD.FE.P3,Bulgaria,BGR,0.01,0.03,0.02
"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",SH.HIV.INCD.FE.P3,El Salvador,SLV,0.5,0.25,0.16
"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",SH.HIV.INCD.MA.P3,Uruguay,URY,..,..,..
"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",SH.HIV.INCD.MA.P3,Argentina,ARG,0.44,0.38,0.36
"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",SH.HIV.INCD.MA.P3,Bulgaria,BGR,0.02,0.09,0.13
"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",SH.HIV.INCD.MA.P3,El Salvador,SLV,1.2,0.6,0.39
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uruguay,URY,4.76382472733248,8.09776580573602,6.21809382561863
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Argentina,ARG,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bulgaria,BGR,10.3162621289989,2.95456829831017,2.06435506312528
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,El Salvador,SLV,2.27128756828722,1.72973481581381,1.01235403315573
"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,Uruguay,URY,..,33.9199981689453,22.6100006103516
"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,Argentina,ARG,..,48.0499992370605,47.4300003051758
"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,Bulgaria,BGR,..,..,..
"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,El Salvador,SLV,..,72.25,72.1399993896484
"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,Uruguay,URY,..,34.3699989318848,24.5699996948242
"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,Argentina,ARG,..,47.5,48.2999992370605
"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,Bulgaria,BGR,..,..,..
"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,El Salvador,SLV,..,59.75,56.5999984741211
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Uruguay,URY,50.0800018310547,45.560001373291,42.5
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Argentina,ARG,37.9700012207031,31.2900009155273,30.6800003051758
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Bulgaria,BGR,26.0499992370605,25.1000003814697,22.3700008392334
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,El Salvador,SLV,32.7999992370605,31.1299991607666,30.3099994659424
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,Uruguay,URY,49.8400001525879,45.6800003051758,41.4500007629395
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,Argentina,ARG,..,31.5100002288818,31.0499992370605
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,Bulgaria,BGR,25.6399993896484,25.3099994659424,21.8400001525879
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,El Salvador,SLV,..,33.439998626709,32.4300003051758
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Uruguay,URY,67.1500015258789,61.7000007629395,56.2900009155273
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Argentina,ARG,53.8300018310547,48.9300003051758,45.9900016784668
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bulgaria,BGR,35.189998626709,34.9900016784668,31.1599998474121
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,El Salvador,SLV,64.2200012207031,58.6500015258789,57.5400009155273
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,Uruguay,URY,65.9800033569336,60.9500007629395,54.2700004577637
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,Argentina,ARG,..,49.4199981689453,46.7099990844727
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,Bulgaria,BGR,35.9500007629395,35.2900009155273,30.5200004577637
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,El Salvador,SLV,..,63.0900001525879,61.7900009155273
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Uruguay,URY,50.8400001525879,55.7900009155273,55.6100006103516
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Argentina,ARG,49.8400001525879,48.3199996948242,49.3699989318848
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bulgaria,BGR,44.2599983215332,47.8300018310547,49.6100006103516
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,El Salvador,SLV,45.4000015258789,46.6100006103516,45.3600006103516
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,Uruguay,URY,49.3400001525879,56.6199989318848,56.0699996948242
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,Argentina,ARG,44.1100006103516,48.3800010681152,48.0099983215332
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,Bulgaria,BGR,44.6599998474121,47.8300018310547,49.5200004577637
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,El Salvador,SLV,44.2999992370605,47.3800010681152,45.7400016784668
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Uruguay,URY,61.9000015258789,67.9499969482422,68.1900024414063
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Argentina,ARG,57.0900001525879,55.9199981689453,57.1699981689453
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Bulgaria,BGR,56.1399993896484,63.1399993896484,67.2699966430664
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,El Salvador,SLV,48.060001373291,50.0499992370605,49.0099983215332
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Uruguay,URY,74.8199996948242,76.0299987792969,73.7200012207031
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Argentina,ARG,75.0400009155273,73.7300033569336,72.7300033569336
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Bulgaria,BGR,55.9000015258789,58.7000007629395,61.7599983215332
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,El Salvador,SLV,79.8099975585938,76.9700012207031,75.8499984741211
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,Uruguay,URY,72.9100036621094,74.9800033569336,72.9300003051758
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,Argentina,ARG,73.3399963378906,73.7600021362305,70.9199981689453
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,Bulgaria,BGR,56.2099990844727,58.7299995422363,61.6699981689453
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,El Salvador,SLV,78.5999984741211,78.7600021362305,77.4700012207031
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,Uruguay,URY,85.0100021362305,84.9800033569336,82.9800033569336
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,Argentina,ARG,81.4199981689453,80.5999984741211,79.629997253418
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,Bulgaria,BGR,66.6800003051758,70.9400024414063,75.5999984741211
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,El Salvador,SLV,82.5599975585938,80.0800018310547,79.7799987792969
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,Uruguay,URY,71.8300018310547,80.9700012207031,81.1500015258789
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,Argentina,ARG,..,78.5500030517578,74.3399963378906
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,Bulgaria,BGR,74.6500015258789,72.7900009155273,73.2399978637695
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,El Salvador,SLV,..,82.2099990844727,79.4700012207031
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,Uruguay,URY,80.2799987792969,86.7200012207031,86.879997253418
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,Argentina,ARG,..,88.6500015258789,86.3499984741211
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,Bulgaria,BGR,74.4899978637695,74.129997253418,76.4599990844727
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,El Salvador,SLV,..,90.0100021362305,85.5
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,Uruguay,URY,44.6199989318848,54.8699989318848,53.4500007629395
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,Argentina,ARG,..,34.1599998474121,32.9000015258789
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,Bulgaria,BGR,21.8299999237061,18.4599990844727,19.2399997711182
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,El Salvador,SLV,..,44.8300018310547,42.5699996948242
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,Uruguay,URY,70.5199966430664,75.5199966430664,73.1500015258789
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,Argentina,ARG,..,67.3099975585938,63.5999984741211
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,Bulgaria,BGR,35.3800010681152,30.5,34.9099998474121
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,El Salvador,SLV,..,77,76.7099990844727
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,Uruguay,URY,65.5299987792969,73.2099990844727,70.6999969482422
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,Argentina,ARG,..,53.9700012207031,54.560001373291
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,Bulgaria,BGR,58.7599983215332,55.4900016784668,53.7099990844727
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,El Salvador,SLV,..,57.2000007629395,55.6399993896484
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,Uruguay,URY,87.25,88.4400024414063,85.120002746582
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,Argentina,ARG,..,80.1100006103516,77.2699966430664
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,Bulgaria,BGR,71.2699966430664,68.3499984741211,68.8000030517578
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,El Salvador,SLV,..,78.1100006103516,78.2699966430664
"Labor force, female",SL.TLF.TOTL.FE.IN,Uruguay,URY,668259,776467,794568
"Labor force, female",SL.TLF.TOTL.FE.IN,Argentina,ARG,6880362,7807998,8483371
"Labor force, female",SL.TLF.TOTL.FE.IN,Bulgaria,BGR,1577933,1558960,1557908
"Labor force, female",SL.TLF.TOTL.FE.IN,El Salvador,SLV,904610,1104291,1148694
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Uruguay,URY,42.8598365928604,44.870684299794,45.4508949256088
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Argentina,ARG,42.1748525199099,41.59410292636,42.3435878898742
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bulgaria,BGR,45.9089410731685,46.6459253035653,46.401345301497
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,El Salvador,SLV,39.4738679424768,42.0073858738695,41.8715633116143
"Labor force, total",SL.TLF.TOTL.IN,Uruguay,URY,1559173,1730455,1748190
"Labor force, total",SL.TLF.TOTL.IN,Argentina,ARG,16313897,18771887,20034606
"Labor force, total",SL.TLF.TOTL.IN,Bulgaria,BGR,3437093,3342114,3357463
"Labor force, total",SL.TLF.TOTL.IN,El Salvador,SLV,2291668,2628802,2743375
Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,Uruguay,URY,0,0,0
Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,Argentina,ARG,1,1,1
Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,Bulgaria,BGR,0,1,1
Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,El Salvador,SLV,0,0,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Uruguay,URY,1,1,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Argentina,ARG,1,1,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bulgaria,BGR,1,1,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,El Salvador,SLV,1,1,1
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,Uruguay,URY,..,..,..
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,Argentina,ARG,..,..,..
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,Bulgaria,BGR,..,..,..
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,El Salvador,SLV,..,..,..
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,Uruguay,URY,..,..,..
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,Argentina,ARG,..,..,..
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,Bulgaria,BGR,..,..,..
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,El Salvador,SLV,..,..,..
Learning-Adjusted Years of School,HD.HCI.LAYS,Uruguay,URY,..,..,8.38
